Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
Alabama,4/27/20,6539,228,,6311,139.4571047,73997,872,3.486771678,1578.132341,13.33537238,810521,10,166,472,469,202,49,12,6966,12604,12,34,771,517,168,225,673,1059,16,182,81,412,193,5313,538,19,76,66,11,155,93,291,765,25,478,267,83,338,17,740,43,4755,1672,76,9,483,87,104,295,51
Alabama,4/28/20,6750,242,,6508,143.9570969,75827,911,3.585185185,1617.16071,13.4962963,822406,12,152,481,457,163,37,16,7047,13146,10,43,834,576,204,186,737,1200,18,132,71,430,182,5428,555,23,68,75,17,140,114,281,783,26,526,290,66,317,19,704,31,5019,1761,82,19,527,85,104,316,46
Alabama,4/29/20,6912,256,,6656,147.4120673,80449,945,3.703703704,1715.733999,13.671875,778034,9,169,480,472,191,43,19,6602,12904,18,44,770,567,210,212,717,1206,25,147,102,436,190,4890,532,22,93,81,17,148,110,272,828,27,603,302,58,340,20,708,34,4646,1868,89,15,530,118,67,298,49
Alabama,4/30/20,7088,272,0,6816,151.1656153,87196,978,3.837471783,1859.627115,13.7979684,850735,17,191,506,434,198,45,18,8036,14115,15,47,818,562,241,177,754,1332,24,142,91,483,209,5834,536,23,81,94,24,151,109,261,845,37,596,346,48,319,24,711,52,5311,1964,91,9,504,108,90,303,81
Alabama,5/1/20,7294,289,0,7005,155.5589726,91933,1008,3.96216068,1960.653006,13.81957774,1010272,14,149,508,239,137,43,18,10637,15334,11,39,500,457,124,151,620,1220,11,62,49,214,77,6494,416,36,57,85,8,70,83,204,711,51,381,259,41,250,3,569,40,6256,1466,74,5,362,57,69,146,48
Alabama,5/2/20,7611,288,0,7323,162.3196244,92209,1023,3.783996847,1966.539252,13.44107213,923634,12,149,536,247,132,30,14,13943,14464,7,50,463,397,149,196,604,1171,10,83,45,178,51,6824,419,25,46,87,10,63,94,190,731,32,401,253,53,252,3,559,31,7125,1457,56,4,346,55,59,137,46
Alabama,5/3/20,7888,290,0,7598,168.2271971,92500,1035,3.676470588,1972.745403,13.12119675,784951,11,144,382,210,125,37,12,10843,10625,7,39,382,363,100,120,508,978,10,76,29,187,39,4745,359,20,44,62,7,42,75,144,563,21,360,232,60,192,3,570,20,5058,1211,44,3,322,40,81,133,54
Alabama,5/4/20,8112,298,0,7814,173.0044401,103117,1064,3.67357002,2199.173921,13.11637081,905175,8,182,484,375,131,25,16,9760,13896,12,42,523,452,132,214,651,1174,17,116,64,231,92,5337,478,21,67,65,7,68,59,184,710,23,445,308,70,275,3,565,30,4859,1567,56,6,367,77,78,198,38
Alabama,5/5/20,8437,315,,8122,179.9357077,106766,1107,3.733554581,2276.996061,13.12077753,910712,10,176,507,384,127,34,21,9478,13900,12,47,568,460,126,179,651,1319,22,118,46,256,83,5624,478,27,66,63,10,82,105,184,803,23,484,289,72,238,3,584,26,5159,1515,48,3,458,68,83,171,33
Alabama,5/6/20,8691,343,,8348,185.3527599,109516,1158,3.946611437,2335.645249,13.32412841,924559,12,173,481,280,139,31,27,10654,14545,7,35,565,475,177,196,667,1402,18,102,76,250,97,6033,560,39,85,57,16,78,109,173,840,19,568,293,59,254,9,714,32,5477,1699,60,4,484,91,98,177,30
Alabama,5/7/20,9046,369,,8677,192.9238369,115173,1178,4.079151006,2456.291959,13.02233031,941686,10,163,451,303,166,46,18,11919,15532,12,49,546,497,162,225,711,1329,17,117,115,274,101,6131,517,43,79,52,11,85,85,228,960,30,595,282,78,274,6,824,51,6058,1892,67,4,545,75,107,166,40
Alabama,5/8/20,9385,383,,9002,200.1536822,120114,1207,4.080980288,2561.668554,12.86094832,937247,10,145,521,316,163,41,18,16024,15823,11,50,579,464,130,174,696,1349,20,84,60,302,103,6792,527,38,87,41,17,71,112,218,879,32,517,297,51,254,5,892,55,6648,1867,75,5,496,70,113,174,61
Alabama,5/9/20,9668,390,,9278,206.1892168,125494,1228,4.033926355,2676.407692,12.70169632,949545,9,172,448,303,162,43,22,19355,17076,13,37,519,418,117,253,686,1313,28,103,46,291,76,8039,526,42,74,46,20,65,87,185,989,20,463,311,34,211,10,823,44,8614,1784,65,2,438,85,107,193,42
Alabama,5/10/20,9889,393,,9496,210.9024788,127421,1240,3.97411265,2717.504778,12.53918495,840018,8,187,307,252,151,35,19,15229,12886,13,42,538,387,99,209,636,1208,26,95,52,268,88,6092,461,40,54,45,25,58,92,207,873,22,428,268,46,176,6,691,48,6521,1512,64,7,365,82,109,159,39
Alabama,5/11/20,10164,403,,9761,216.7673975,129444,1256,3.96497442,2760.649253,12.35733963,904659,6,177,427,303,167,39,25,11062,13970,13,34,540,445,166,216,555,1279,27,123,69,317,126,5907,493,45,61,58,29,81,95,220,953,36,517,244,55,305,8,702,51,5543,1802,86,11,473,105,107,249,38
Alabama,5/12/20,10464,435,,10029,223.1654907,133218,1287,4.157110092,2841.137265,12.29931193,926422,6,198,541,318,193,49,18,11036,14367,11,32,578,539,112,190,685,1359,22,108,76,339,114,5972,489,51,78,55,38,82,114,235,1061,39,579,302,53,340,11,795,49,5541,1900,78,9,562,112,121,227,46
Alabama,5/13/20,10700,450,,10250,228.1986574,136372,1317,4.205607477,2908.402552,12.30841121,936204,7,178,496,331,197,61,15,11392,14493,11,45,584,539,128,190,747,1382,27,134,107,332,97,6150,608,47,92,56,28,92,111,239,990,33,572,341,46,376,12,773,48,6083,1871,88,7,565,106,146,212,56
Alabama,5/14/20,11101,473,,10628,226.4038579,141985,1350,4.260877398,2895.77081,12.16106657,938898,6,178,557,348,208,52,20,12858,14915,10,39,674,519,165,192,751,1423,34,127,93,355,98,6168,558,50,88,70,39,94,93,244,1112,45,608,296,46,307,8,810,33,6179,1935,93,5,499,111,138,219,69
Alabama,5/15/20,11373,483,,10890,231.9512725,146063,1377,4.246900554,2978.941239,12.10762332,995656,13,212,535,378,213,41,30,17105,16182,11,54,674,562,157,166,889,1513,28,142,117,387,95,7049,559,62,137,55,33,96,125,293,1037,31,572,309,51,263,8,932,32,7461,1976,103,7,539,103,146,254,82
Alabama,5/16/20,11674,485,,11189,238.0901394,153494,1387,4.154531437,3130.49579,11.88110331,935413,13,201,475,319,229,47,28,22589,15953,15,45,564,582,164,210,709,1416,36,131,69,344,98,7751,535,53,121,64,41,106,135,302,1126,30,519,338,63,236,7,941,49,8897,1999,121,11,517,102,117,247,78
Alabama,5/17/20,11771,488,,11283,240.0684453,156350,1392,4.145782007,3188.743643,11.82567326,842304,9,221,421,370,211,54,19,17917,12678,14,48,515,503,143,204,623,1328,31,130,86,306,83,5736,532,64,88,77,52,80,155,252,997,44,484,306,65,198,6,864,37,6684,1968,81,17,528,97,125,183,74
Alabama,5/18/20,12086,489,,11597,246.4928409,157123,1416,4.046003641,3204.508906,11.71603508,949670,13,240,472,405,268,60,23,12003,14662,16,50,607,467,146,168,711,1471,41,157,52,382,104,6054,536,51,108,63,32,124,132,259,964,58,572,319,92,251,12,821,61,5858,2033,94,11,566,114,111,224,53
Alabama,5/19/20,12376,504,,11872,252.4073638,157566,1453,4.07239819,3213.54385,11.74046542,965552,13,227,578,361,205,60,20,12108,15429,23,33,616,497,178,181,797,1522,31,133,59,374,105,6336,593,57,136,82,41,100,148,252,958,65,611,349,61,265,11,882,51,5717,2152,93,11,652,127,137,266,64
Alabama,5/20/20,13052,522,,12530,266.1943206,164450,1493,3.999387067,3353.942386,11.43885994,995513,16,218,605,337,249,45,27,12551,15545,20,34,638,641,164,191,836,1565,32,115,56,438,122,6597,565,66,135,85,40,124,118,274,1037,48,692,338,60,295,13,910,39,6145,2391,85,7,617,128,160,240,93
Alabama,5/21/20,13288,529,,12759,271.0075186,170739,1528,3.981035521,3482.205954,11.49909693,1025045,15,223,694,443,282,58,43,15458,16795,24,45,721,641,173,259,893,1668,38,159,133,463,130,7450,613,48,103,116,42,116,104,333,1203,57,687,406,79,352,10,1016,83,6688,2517,83,12,683,125,181,312,73
Alabama,5/22/20,13670,541,7951,5178,278.7983729,177768,1561,3.957571324,3625.561752,11.41916606,1068580,26,238,863,392,323,83,40,25237,19044,20,52,751,807,170,248,1086,1942,42,150,130,479,150,8948,709,46,131,89,53,141,116,490,1604,64,871,387,101,350,33,1302,80,8695,2560,93,17,750,125,190,323,67
Alabama,5/23/20,14117,549,7951,5617,287.9148961,182676,1589,3.888928243,3725.659954,11.25593256,955337,20,215,826,385,307,46,34,34334,18729,16,35,717,776,135,263,1085,1807,21,133,50,517,112,9730,735,55,148,116,43,119,163,428,1857,59,903,416,80,313,14,1666,82,10881,2562,74,15,706,94,203,337,95
Alabama,5/24/20,14478,551,7951,5976,295.2774574,185799,1612,3.805774278,3789.353247,11.13413455,859792,23,228,709,387,309,62,40,32818,15398,21,42,664,652,121,260,904,1684,42,149,68,521,100,8054,635,52,135,94,34,98,142,460,1823,47,807,405,89,268,8,1500,80,9923,2310,75,15,598,86,159,316,101
Alabama,5/25/20,14986,566,7951,6469,305.6380699,190315,1629,3.776858401,3881.456645,10.87014547,850785,21,189,658,438,351,49,36,26636,13725,20,39,609,627,106,216,933,1648,25,158,71,460,125,7128,545,45,110,124,45,113,149,489,1632,36,703,316,83,322,7,1310,73,8354,2373,106,8,667,91,163,280,123
Alabama,5/26/20,15650,580,7951,7119,319.1802879,193759,1671,3.706070288,3951.696703,10.67731629,936605,20,239,681,531,366,94,20,19515,16457,23,37,673,632,148,268,858,1678,36,213,80,508,138,6743,619,60,95,120,50,129,110,433,1491,57,812,358,101,371,10,1329,75,7018,2462,101,8,730,140,182,411,96
Alabama,5/27/20,16032,583,7951,7498,326.9711422,195794,1719,3.636477046,3993.200338,10.72230539,938156,17,261,655,492,352,89,37,18113,16249,22,31,695,644,151,300,906,1806,31,165,86,495,120,6834,689,58,126,111,42,113,128,328,1230,69,758,375,90,356,18,1184,66,6964,2469,106,8,756,108,197,312,91
Alabama,5/28/20,16530,591,9355,6584,337.1278057,200481,1765,3.575317604,4088.791265,10.67755596,1000829,21,297,702,512,394,65,26,19811,17592,24,38,741,657,155,263,907,1811,35,165,94,552,150,7664,602,49,145,100,54,141,170,241,1220,59,755,469,60,405,21,1250,58,7545,2699,129,11,737,123,178,285,108
Alabama,5/29/20,17031,610,9355,7066,347.3456539,208883,1800,3.581703952,4260.14927,10.56896248,1077224,26,323,744,587,381,65,31,24321,20425,28,52,784,714,136,408,1008,1998,37,155,92,593,145,9187,621,75,143,131,66,95,171,274,1386,71,752,449,73,355,21,1401,102,9328,2884,130,20,721,119,207,248,110
Alabama,5/30/20,17359,618,9355,7386,354.0351833,212201,1826,3.56011291,4327.81957,10.51903912,994810,25,331,620,534,326,64,32,30143,20609,25,61,754,645,136,504,945,2212,33,175,75,539,124,10063,623,71,148,129,43,98,156,271,1399,74,711,521,72,302,18,1354,70,11120,2762,164,15,731,119,172,234,120
Alabama,5/31/20,17952,630,9355,7967,366.1293629,217553,1844,3.509358289,4436.97311,10.27183601,897758,33,254,512,451,297,58,25,25274,16324,29,40,658,529,127,503,823,1935,32,120,92,455,96,7527,554,68,145,114,52,75,165,255,1282,63,648,376,55,233,19,1126,86,8822,2366,147,17,688,110,129,162,129
Alabama,6/1/20,18630,646,9355,8629,379.9571095,223523,1856,3.467525497,4558.730703,9.962426194,993807,44,280,529,569,251,84,43,19106,18530,28,50,770,566,180,411,883,2047,30,173,98,518,127,6984,585,88,135,111,46,114,160,291,1338,70,790,348,77,297,21,1298,70,7262,2415,163,8,782,142,134,259,141
Alabama,6/2/20,18766,653,9355,8758,382.7308168,223802,1879,3.479697325,4564.420882,10.01278909,983633,36,258,541,515,236,82,46,17274,17225,25,73,760,630,155,248,982,1930,25,166,77,482,124,7126,572,119,127,125,47,143,144,273,1405,64,810,338,65,346,16,1353,48,7172,2443,175,10,851,128,162,218,159
Alabama,6/3/20,18851,653,11395,6803,384.4643839,231594,1900,3.464007214,4723.337994,10.0790409,1001845,36,272,592,495,293,89,46,17424,17748,22,89,811,687,160,267,977,2025,40,176,156,512,150,7039,666,128,147,107,54,114,188,293,1482,71,799,407,94,401,14,1389,75,7664,2542,215,19,882,132,153,260,137
Alabama,6/4/20,19072,653,11395,7024,388.9716582,235299,1929,3.42386745,4798.901122,10.11430369,1019504,63,308,656,558,309,93,36,19771,18817,21,82,801,737,143,310,901,2060,44,183,146,488,145,7687,727,131,134,132,72,136,190,291,1500,51,753,464,53,367,11,1433,61,7786,2791,222,14,894,132,147,242,121
Alabama,6/5/20,19387,676,11395,7316,395.3960538,239473,1949,3.486872647,4884.029462,10.05312839,1065321,68,304,680,576,351,73,43,24165,20214,19,76,712,747,142,248,1017,2001,39,200,148,498,134,9782,674,134,122,173,84,152,211,304,1629,55,759,463,60,488,14,1525,69,9970,2750,247,16,784,144,139,277,109
Alabama,6/6/20,20043,689,11395,7959,408.7751125,245644,1993,3.43760914,5009.886431,9.943621214,991948,57,300,643,575,373,43,50,26187,20129,22,94,686,676,150,348,967,1940,51,202,144,476,125,11507,697,103,123,148,79,146,197,310,1780,59,642,451,55,490,15,1415,91,12130,2649,184,7,792,133,129,245,136
Alabama,6/7/20,20500,692,11395,8413,418.0955848,259566,2022,3.375609756,5293.82432,9.863414634,871549,46,332,539,594,381,42,37,18125,16088,17,69,683,605,127,301,889,1368,54,185,148,493,118,7389,627,111,136,164,59,123,232,272,1627,60,637,357,83,380,11,1298,53,10034,2459,200,13,782,148,119,225,176
Alabama,6/8/20,20925,718,11395,8812,426.7634201,259991,2054,3.43130227,5302.492156,9.816009558,977349,55,385,592,586,404,57,24,16075,17607,13,74,793,727,161,224,991,1523,72,179,145,567,177,5902,674,110,135,147,61,162,198,258,1625,53,778,390,79,514,20,1330,56,7709,2458,216,9,813,153,127,330,161
Alabama,6/9/20,21422,729,11395,9298,436.8996887,267739,2087,3.4030436,5460.511892,9.742320978,988568,58,350,658,640,376,67,38,16217,17652,16,79,831,664,198,280,1032,1875,61,191,121,483,176,7068,805,113,151,135,52,150,218,337,1769,45,827,419,82,458,9,1525,60,7411,2458,187,10,864,155,136,293,178
Alabama,6/10/20,21989,744,13508,7737,448.4636007,273057,2129,3.383509937,5568.972005,9.682113784,1013042,48,277,689,582,407,63,26,17173,17497,17,83,781,665,191,322,1045,1791,53,153,99,397,161,7121,761,89,122,127,28,156,177,366,1816,48,764,390,67,385,10,1481,102,7596,2450,158,13,773,149,138,296,151
Alabama,6/11/20,22845,755,13508,8582,465.9216407,278826,2165,3.304880718,5686.630221,9.476909608,1044411,49,297,680,584,392,70,31,19876,18458,8,62,747,677,222,312,1061,1926,63,165,91,439,122,7979,747,101,146,120,34,137,181,404,2042,33,811,434,73,395,22,1641,84,8467,2389,170,8,846,177,149,254,138
Alabama,6/12/20,23710,769,13508,9433,483.5632349,286385,2202,3.243357233,5840.79532,9.287220582,1070262,62,320,745,586,420,61,31,26364,20571,13,81,730,676,213,232,1073,2208,59,164,86,518,178,9849,724,112,132,173,29,113,211,354,2182,31,730,447,59,353,18,1781,120,10835,2581,181,8,793,155,148,234,160
Alabama,6/13/20,24601,773,13508,10320,501.7350967,293252,2241,3.142148693,5980.847143,9.109385797,1023904,44,364,771,652,469,58,35,35132,21773,24,82,782,665,214,225,1173,2548,64,172,67,540,163,12802,786,126,134,199,40,145,237,264,2291,30,805,511,74,422,15,2064,112,14234,2693,203,8,773,151,174,227,151
Alabama,6/14/20,25615,773,13508,11334,522.4155319,297455,2255,3.017763029,6066.566936,8.803435487,904586,48,366,620,608,475,49,18,28693,16761,12,76,640,596,170,268,1044,2067,60,150,95,501,160,9000,642,97,123,184,34,148,239,244,1896,35,658,393,79,425,20,1745,97,10668,2520,190,11,757,164,173,191,150
Alabama,6/15/20,26272,774,13508,11990,535.8149856,302674,2259,2.946102314,6173.007953,8.598507917,977151,44,330,549,517,415,52,31,20060,16304,12,74,584,574,167,252,843,1841,81,165,93,486,123,6888,584,95,102,172,38,138,199,235,1731,26,604,340,69,383,28,1479,84,7689,2239,194,14,670,146,161,264,117
Alabama,6/16/20,26912,785,13508,12619,548.8677258,305424,2315,2.916914388,6229.093946,8.602110583,969140,50,320,524,529,447,46,23,18953,15529,8,65,672,586,194,186,1023,1780,79,151,68,448,108,7140,624,102,114,155,31,113,194,252,1387,20,582,356,38,346,19,1345,65,7553,2211,208,19,671,127,140,233,115
Alabama,6/17/20,27312,790,15974,10548,557.0256884,310723,2352,2.892501465,6337.166556,8.611599297,1015208,65,286,609,514,505,58,30,20939,17296,15,70,687,679,232,225,1265,2038,72,216,70,482,114,7757,675,120,128,145,39,159,208,318,1461,28,646,364,52,404,24,1283,101,8210,2494,213,25,722,145,188,226,152
Alabama,6/18/20,28206,810,15974,11422,575.2587349,322534,2373,2.871729419,6578.050798,8.413103595,1012573,54,290,677,520,553,59,46,21955,17955,14,55,756,703,245,282,1295,1946,72,164,69,481,145,8513,672,136,117,127,42,137,190,328,1587,27,600,376,88,401,24,1334,70,8647,2516,206,24,782,144,149,224,130
Alabama,6/19/20,29002,822,15974,12206,591.4930805,331325,2416,2.834287291,6757.342421,8.330459968,1043161,57,319,671,561,557,54,44,25762,19460,12,77,696,754,195,214,1367,2042,89,168,66,560,127,10549,681,95,99,139,45,123,193,344,1673,20,692,351,88,378,21,1504,93,10377,2611,276,21,765,160,130,239,135
Alabama,6/20/20,29549,838,15974,12737,602.6490944,339523,2443,2.835967376,6924.539865,8.26762327,992576,55,285,588,523,596,62,40,32446,20380,26,110,713,756,219,237,1407,2126,70,200,78,579,120,12085,714,93,109,139,45,114,209,354,1955,30,676,400,114,371,22,1714,95,12560,2556,252,30,728,132,144,249,152
Alabama,6/21/20,30021,839,15974,13208,612.2754903,344678,2460,2.794710369,7029.675609,8.194264015,863483,58,308,526,491,507,66,30,24575,14706,15,105,607,613,200,175,1044,1637,73,165,55,509,130,8763,671,90,70,143,38,109,199,336,1531,50,573,338,108,352,20,1410,78,8533,2217,201,28,667,163,119,220,177
Alabama,6/22/20,30454,841,15974,13639,621.1064849,349110,2471,2.761541998,7120.065835,8.113876666,954359,54,329,599,647,519,73,20,20332,17594,11,117,638,639,208,289,1738,1826,67,181,113,571,152,7046,712,114,75,187,36,181,198,342,1675,47,723,345,78,434,19,1411,96,7541,2380,203,22,814,180,120,243,150
Alabama,6/23/20,31097,864,15974,14259,634.2204098,354038,2521,2.778403061,7220.571934,8.10689134,958271,55,321,596,591,543,63,22,19158,17406,25,98,629,645,196,310,1121,2027,61,204,78,537,149,6842,722,122,76,200,61,148,235,347,1694,42,694,445,72,461,27,1385,127,7492,2407,208,20,863,188,135,194,122
Alabama,6/24/20,32064,891,18866,12307,653.9422845,358759,2567,2.778817365,7316.856288,8.005863273,968516,52,357,647,601,560,63,25,20329,17525,20,152,741,632,197,301,1072,1979,68,229,88,596,157,7306,677,160,111,196,52,145,255,366,1696,39,714,500,88,421,27,1404,108,8009,2593,217,31,867,168,166,212,139
Alabama,6/25/20,33206,896,18866,13444,677.2332678,369458,2612,2.698307535,7535.061394,7.866048305,999837,53,328,744,605,526,73,33,22081,18872,25,107,738,683,262,290,1158,2230,64,225,96,581,151,7674,753,183,110,206,60,163,237,338,1829,32,754,515,85,443,29,1534,109,9004,2721,260,29,877,172,172,216,145
Alabama,6/26/20,34183,907,18866,14410,697.1590915,378323,2653,2.653365708,7715.862241,7.761167832,1043678,54,270,788,525,446,68,28,26100,21528,6,97,728,763,284,333,1206,2266,41,191,79,524,147,10058,874,141,107,185,48,149,201,266,1822,26,763,529,92,442,20,1456,93,11372,2500,217,28,802,124,163,228,121
Alabama,6/27/20,35083,919,18866,15298,715.5145074,384026,2697,2.619502323,7832.174393,7.687483967,947034,50,240,731,535,488,54,38,30969,21303,3,105,795,709,220,278,1224,2239,43,200,73,561,161,11969,778,122,82,207,40,118,217,242,1888,27,712,457,73,392,15,1536,116,13368,2496,230,32,734,145,201,233,159
Alabama,6/28/20,35441,919,18866,15656,722.815884,386280,2703,2.593041957,7878.144512,7.626759967,863607,59,260,669,627,595,58,33,26452,18148,17,89,790,675,219,299,1055,2125,57,216,90,651,150,8933,745,155,109,208,56,150,243,282,1771,36,752,429,80,416,21,1526,130,10251,2517,194,39,805,170,178,233,192
Alabama,6/29/20,37175,929,18866,17380,758.180652,393293,2725,2.498991258,8021.173992,7.330195024,946644,54,302,617,643,543,65,34,21961,18115,22,130,796,654,208,302,1074,1997,69,248,91,753,149,6731,715,138,100,206,51,171,245,361,1897,35,744,365,112,489,17,1334,159,7952,2507,209,32,810,160,185,284,248
Alabama,6/30/20,38045,950,18866,18229,775.9242207,406652,2769,2.497042975,8293.629549,7.278223157,970481,58,352,657,576,574,46,36,21989,17939,22,121,832,742,230,384,1131,1992,66,230,89,700,149,7190,718,142,104,207,62,162,204,369,2092,26,730,362,122,494,16,1376,201,8437,2461,173,27,819,165,176,263,178
Alabama,7/1/20,38962,972,18866,19124,794.62635,413953,2803,2.494738463,8442.532762,7.19418921,961679,52,425,674,525,531,66,34,22920,18591,7,106,864,819,229,245,1275,2037,60,180,86,626,153,7055,756,159,105,197,37,171,148,295,2088,30,715,351,113,508,14,1441,149,9718,2307,196,25,835,155,127,250,186
Alabama,7/2/20,40111,985,22082,17044,818.0600977,419728,2835,2.455685473,8560.313347,7.067886615,991028,67,358,821,600,566,80,32,25601,19818,17,140,867,910,248,224,1548,2085,57,228,73,726,141,7696,822,153,142,178,50,151,143,296,2168,35,706,364,104,508,16,1625,145,11545,2404,166,10,827,146,179,243,185
Alabama,7/3/20,41865,1006,22082,18777,853.8327638,430631,2883,2.402961901,8782.679014,6.886420638,990037,61,389,1003,622,540,69,23,31522,21784,10,137,926,945,276,414,1720,2466,57,263,96,848,119,9684,942,137,151,238,43,144,164,324,2690,29,779,456,89,475,22,2011,144,14827,2732,214,17,971,175,179,264,201
